image_name,weather,scene,timeofday,gt_count,pred_count,tp,fp,fn,precision,recall,f1
b22f385b-5d7e5202.jpg,overcast,city street,daytime,24,8,6,2,18,0.75,0.25,0.375
b230132b-ff8f2719.jpg,clear,city street,night,21,9,8,1,13,0.8888888888888888,0.38095238095238093,0.5333333333333333
b230a7b2-c881c382.jpg,clear,city street,night,20,2,1,1,19,0.5,0.05,0.09090909090909091
b231a630-c4522992.jpg,clear,city street,daytime,17,8,7,1,10,0.875,0.4117647058823529,0.56
b232c7c9-d251d9ee.jpg,undefined,city street,daytime,37,16,16,0,21,1.0,0.43243243243243246,0.6037735849056604
b2331b83-648e56ca.jpg,clear,highway,night,23,6,5,1,18,0.8333333333333334,0.21739130434782608,0.3448275862068966
b2331b83-a28e6b57.jpg,clear,city street,daytime,25,12,9,3,16,0.75,0.36,0.48648648648648657
b23493b1-3200de1c.jpg,partly cloudy,city street,daytime,31,11,10,1,21,0.9090909090909091,0.3225806451612903,0.4761904761904761
b237db93-fab44bf2.jpg,snowy,highway,daytime,23,3,1,2,22,0.3333333333333333,0.043478260869565216,0.07692307692307691
b23a79d1-43dfeecd.jpg,clear,highway,night,9,4,3,1,6,0.75,0.3333333333333333,0.46153846153846156
b23a79d1-e434acaa.jpg,partly cloudy,highway,dawn/dusk,16,8,7,1,9,0.875,0.4375,0.5833333333333334
b23adb0d-72704b27.jpg,clear,highway,night,11,4,3,1,8,0.75,0.2727272727272727,0.39999999999999997
b23adb0d-8a7aaced.jpg,clear,city street,night,35,8,6,2,29,0.75,0.17142857142857143,0.2790697674418604
b23b2649-1a78948d.jpg,partly cloudy,city street,daytime,8,4,4,0,4,1.0,0.5,0.6666666666666666
b23b2649-6af03cd5.jpg,overcast,residential,daytime,12,11,9,2,3,0.8181818181818182,0.75,0.7826086956521738
b23b2649-8349d2a1.jpg,overcast,gas stations,daytime,26,5,5,0,21,1.0,0.19230769230769232,0.32258064516129037
b23bb45f-ddeea1d8.jpg,undefined,undefined,daytime,9,2,2,0,7,1.0,0.2222222222222222,0.3636363636363636
b23c9e00-5506ddfb.jpg,clear,highway,night,6,3,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444
b23c9e00-b425de1b.jpg,clear,highway,night,28,5,5,0,23,1.0,0.17857142857142858,0.30303030303030304
b23d2079-0c019d8e.jpg,clear,city street,night,33,5,3,2,30,0.6,0.09090909090909091,0.15789473684210525
b23f7012-32d284ce.jpg,rainy,city street,night,12,7,5,2,7,0.7142857142857143,0.4166666666666667,0.5263157894736842
b23f7012-fab06dac.jpg,rainy,city street,night,17,4,3,1,14,0.75,0.17647058823529413,0.2857142857142857
b23fe89b-c704fe97.jpg,clear,highway,night,10,7,7,0,3,1.0,0.7,0.8235294117647058
b24071b8-b3ee1196.jpg,overcast,city street,daytime,39,13,10,3,29,0.7692307692307693,0.2564102564102564,0.38461538461538464
b2408e45-984ba5aa.jpg,overcast,highway,daytime,28,9,8,1,20,0.8888888888888888,0.2857142857142857,0.43243243243243246
b242929f-3051abca.jpg,snowy,highway,daytime,18,6,5,1,13,0.8333333333333334,0.2777777777777778,0.4166666666666667
b242f6b2-0033bdfb.jpg,clear,city street,night,35,9,7,2,28,0.7777777777777778,0.2,0.3181818181818182
b242f6b2-99d2f2c1.jpg,clear,city street,night,27,9,8,1,19,0.8888888888888888,0.2962962962962963,0.4444444444444444
b242f6b2-eaa39345.jpg,clear,city street,night,11,8,6,2,5,0.75,0.5454545454545454,0.631578947368421
b242f6b2-f5da110f.jpg,clear,city street,night,41,12,9,3,32,0.75,0.21951219512195122,0.339622641509434
b24380ab-63272e5a.jpg,clear,city street,night,12,1,1,0,11,1.0,0.08333333333333333,0.15384615384615385
b24380ab-6dbeb908.jpg,rainy,highway,night,13,1,1,0,12,1.0,0.07692307692307693,0.14285714285714288
b24380ab-855e9c00.jpg,clear,city street,night,10,2,2,0,8,1.0,0.2,0.33333333333333337
b24380ab-c07680d1.jpg,clear,city street,night,9,4,4,0,5,1.0,0.4444444444444444,0.6153846153846153
b2443c9d-8cc3991f.jpg,clear,residential,night,20,12,10,2,10,0.8333333333333334,0.5,0.625
b245b306-ca3dca4e.jpg,clear,highway,night,4,1,1,0,3,1.0,0.25,0.4
b245e52e-0a0e4e69.jpg,clear,highway,daytime,9,5,5,0,4,1.0,0.5555555555555556,0.7142857142857143
b245e52e-aaeeb959.jpg,clear,city street,dawn/dusk,19,13,12,1,7,0.9230769230769231,0.631578947368421,0.7499999999999999
b246c8e8-3dd42e6c.jpg,clear,city street,night,17,8,2,6,15,0.25,0.11764705882352941,0.15999999999999998
b246c8e8-4dd36bfc.jpg,snowy,residential,night,4,1,1,0,3,1.0,0.25,0.4
b246c8e8-ecce1321.jpg,clear,highway,night,17,4,3,1,14,0.75,0.17647058823529413,0.2857142857142857
b24702e3-0456c83c.jpg,clear,highway,daytime,28,13,10,3,18,0.7692307692307693,0.35714285714285715,0.48780487804878053
b24702e3-900f61ea.jpg,snowy,residential,dawn/dusk,8,4,2,2,6,0.5,0.25,0.3333333333333333
b24702e3-e6f33768.jpg,clear,highway,daytime,17,13,12,1,5,0.9230769230769231,0.7058823529411765,0.8000000000000002
b24702e3-f56e0731.jpg,clear,highway,daytime,16,9,9,0,7,1.0,0.5625,0.72
b24702e3-fe617f57.jpg,clear,city street,dawn/dusk,33,20,16,4,17,0.8,0.48484848484848486,0.6037735849056605
b248306f-a5089e94.jpg,overcast,city street,dawn/dusk,27,11,9,2,18,0.8181818181818182,0.3333333333333333,0.4736842105263157
b2490dcb-7469cbe8.jpg,snowy,city street,daytime,20,13,12,1,8,0.9230769230769231,0.6,0.7272727272727274
b249e7f2-92d2efad.jpg,clear,highway,night,5,3,2,1,3,0.6666666666666666,0.4,0.5
b249e7f2-d619bd69.jpg,clear,city street,night,11,2,1,1,10,0.5,0.09090909090909091,0.15384615384615385
b24b3585-221ac8ac.jpg,clear,highway,daytime,15,10,9,1,6,0.9,0.6,0.7200000000000001
b24bdca1-e4f0c558.jpg,clear,city street,night,23,4,3,1,20,0.75,0.13043478260869565,0.22222222222222218
b24c9ee6-e43a6e8b.jpg,clear,highway,night,7,1,1,0,6,1.0,0.14285714285714285,0.25
b24ca67a-594d7d3c.jpg,clear,highway,night,16,3,2,1,14,0.6666666666666666,0.125,0.21052631578947367
b24d283f-33783d1b.jpg,overcast,city street,daytime,22,14,8,6,14,0.5714285714285714,0.36363636363636365,0.4444444444444444
b24f03f7-ff66eaca.jpg,clear,city street,night,19,11,8,3,11,0.7272727272727273,0.42105263157894735,0.5333333333333333
b24f7455-e8c55d6a.jpg,clear,city street,daytime,13,3,3,0,10,1.0,0.23076923076923078,0.375
b2505382-1423f56a.jpg,clear,city street,night,18,8,7,1,11,0.875,0.3888888888888889,0.5384615384615385
b2505382-272e7823.jpg,clear,city street,night,18,4,4,0,14,1.0,0.2222222222222222,0.3636363636363636
b2505382-2905b23c.jpg,clear,city street,night,12,9,6,3,6,0.6666666666666666,0.5,0.5714285714285715
b2505382-549785d3.jpg,clear,city street,night,12,1,1,0,11,1.0,0.08333333333333333,0.15384615384615385
b2505382-de5238f0.jpg,clear,city street,night,20,10,6,4,14,0.6,0.3,0.4
b250fb0c-01a1b8d3.jpg,clear,city street,daytime,15,8,8,0,7,1.0,0.5333333333333333,0.6956521739130436
b251064f-30002542.jpg,overcast,highway,daytime,10,10,6,4,4,0.6,0.6,0.6
b251064f-4696b75e.jpg,overcast,highway,daytime,5,5,5,0,0,1.0,1.0,1.0
